title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,https://www.goodreads.com/book/show/1499952.Daddy_Long_Legs,Daddy-Long-Legs,Jean Webster,https://covers.openlibrary.org/b/id/8266414-L.jpg,https://openlibrary.org/works/OL4322177W,"From poor lonely orphan to sophisticated young woman — Jerusha Abbott can hardly believe her good fortune.

All her life Jerusha has lived at the drearyJohn Grier Home for orphans. Now that she's seventeen, her time there is up and her prospects for the future are dim. But suddenly an anonymous benefactor sends her to a posh northerstern college for women. All Jerusha must do in return is write to the man she nicknames Daddy-Long-Legs and tell him of her progress.

And what progress there is! Jerusha — now Judy because she has always hated her name — reads everything from *Mother Goose* to Plato, joins the basketball team, buys her first pair of stockings, writes a novel, wins a scholarship, lives with two roomates who couldn't be more different; and, for the first time in her life, falls in love.","Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean Webster,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A young orphan girl's life changes drastically when she is sent to college benefactor in exchange for writing him letters about her experiences and progress.,"coming of age, education, self-discovery, friendship",hopeful,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"Spring Story (Brambly Hedge, #1)",Jill Barklem,https://www.goodreads.com/book/show/421613.Spring_Story,Spring Story (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/11308401-L.jpg,https://openlibrary.org/works/OL53730W,Follows the activities of the Brambly Hedge community of field mice on a spring day as they prepare a surprise picnic for Wilfred's birthday. One of the original *Brambly Hedge* books by Jill Barklem.,"Spring Story (Brambly Hedge, #1)",Jill Barklem,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A story about the Brambly Hedge field mice preparing a surprise picnic for Wilfred's birthday on a spring day.,"friendship, celebration, nature",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Dogzilla,Dav Pilkey,https://www.goodreads.com/book/show/836418.Dogzilla,Dogzilla,Dav Pilkey,https://covers.openlibrary.org/b/id/113672-L.jpg,https://openlibrary.org/works/OL12375303W,A monstrous mutt terrorizes the residents of Mousopolis.,Dogzilla,Dav Pilkey,"{""llm_analysis"": {""age_range"": ""4-8"", ""reading_category"": ""Early Readers (4-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""4-8"", ""reading_category"": ""Early Readers (4-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A monstrous mutt terrorizes the residents of Mousopolis in this humorous tale.,"humor, friendship, community",humorous,4-8,Early Readers (4-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
"Winter Story (Brambly Hedge, #4)",Jill Barklem,https://www.goodreads.com/book/show/421615.Winter_Story,Winter Story (Brambly Hedge),Jill Barklem,https://covers.openlibrary.org/b/id/233-L.jpg,https://openlibrary.org/works/OL53740W,The winter activities of the mice of Brambly Hedge are highlighted by a Snow Ball.,"Winter Story (Brambly Hedge, #4)",Jill Barklem,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",The winter activities of the mice of Brambly Hedge culminate in a Snow Ball event.,"friendship, winter, community",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
I Ain't Gonna Paint No More!,Karen Beaumont,https://www.goodreads.com/book/show/659759.I_Ain_t_Gonna_Paint_No_More_,I Ain't Gonna Paint No More!,Karen Beaumont,https://covers.openlibrary.org/b/id/8441992-L.jpg,https://openlibrary.org/works/OL3257740W,"In the rhythm of a familiar folk song, a child cannot resist adding one more dab of paint in surprising places",I Ain'T Gonna Paint No More!,Karen Beaumont,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A child joyfully paints all over their body in the rhythm of a folk song, leading to colorful and humorous results.","creativity, self-expression, humor",playful,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
The Family Under the Bridge,Natalie Savage Carlson,https://www.goodreads.com/book/show/906543.The_Family_Under_the_Bridge,The Family Under the Bridge,Natalie Savage Carlson,https://covers.openlibrary.org/b/id/50052-L.jpg,https://openlibrary.org/works/OL4633478W,"This is the delightfully warm and enjoyable story of an old Parisian named Armand, who relished his solitary life. Children, he said, were like starlings, and one was better off without them.

But the children who lived under the bridge recognized a true friend when they met one, even if the friend seemed a trifle unwilling at the start. And it did not take Armand very long to realize that he had gotten himself a ready-made family -- one that he loved with all his heart, and one for whom he would have to find a better home than the bridge.

Armand and the children's adventures around Paris -- complete with gypsies and a Santa Claus -- make a story which children will treasure.",The Family Under The Bridge,Natalie Savage Carlson,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","This book tells the As their adventures unfold, Armand comes to love his new found family and seeks to find them a better home.","friendship, family, adventure",heartwarming,6-8,Beginning Readers (6-8),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""simple"", ""concepts"": ""mixed""}",0.9,,,,,,
"The Grey King (The Dark is Rising, #4)",Susan Cooper,https://www.goodreads.com/book/show/222576.The_Grey_King,The Grey King (The Dark is Rising #4),Susan Cooper,https://covers.openlibrary.org/b/id/433450-L.jpg,https://openlibrary.org/works/OL894246W,"With the final battle between the Light and the Dark soon approaching, Will sets out on a quest to call for aid. Hidden within the Welsh hills is a magical harp that he must use to wake the Sleepers -- six noble riders who have slept for centuries.

But an illness has robbed Will of nearly all his knowledge of the Old Ones, and he is left only with a broken riddle to guide him in his task. As Will travels blindly through the hills, his journey will bring him face-to-face with the most powerful Lord of the Dark -- the Grey King. The King holds the harp and Sleepers within his lands, and there has yet to be a force strong enough to tear them from his grasp...","The Grey King (The Dark Is Rising, #4)",Susan Cooper,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A boy named Will embarks on a quest to awaken ancient sleepers and call for aid in the final battle between Light and Dark forces. Armed only with a broken riddle, he must confront the powerful Grey King who holds the fate of the Sleepers and a magical harp.","Good vs. Evil, Quest, Magic, Courage",Mysterious,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""abstract""}",0.9,,,,,,
"How to Train Your Dragon (How to Train Your Dragon, #1)",Cressida Cowell,https://www.goodreads.com/book/show/352262.How_to_Train_Your_Dragon,How to train your dragon,Cressida Cowell,https://covers.openlibrary.org/b/id/190086-L.jpg,https://openlibrary.org/works/OL20406W,"Hiccup Horrendous Haddock III was an awesome sword-fighter, a dragon-whisperer and the greatest Viking Hero who ever lived. But it wasn't always like that.

In fact, in the beginning, Hiccup Horrendous Haddock III was the most put upon Viking you'd ever seen. Not loud enough to make himself heard at dinner with his father, Stoick the Vast; not hard enough to beat his chief rival, Snotlout, at Bashyball, the number one school sport and CERTAINLY not stupid enough to go into a cave full of dragons to find a pet... It's time for Hiccup to learn how to be a Hero.","How To Train Your Dragon (How To Train Your Dragon, #1)",Cressida Cowell,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A young Viking must learn how to be a hero despite not fitting the typical Viking mold, facing challenges like dragon-fighting and sports rivalry.","identity, bravery, friendship, adventure",adventurous,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
"The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright,https://www.goodreads.com/book/show/421642.The_Four_Story_Mistake,The four-story mistake,Elizabeth Enright,https://covers.openlibrary.org/b/id/580926-L.jpg,https://openlibrary.org/works/OL500583W,"The Melendy family leave their New York brownstone and move to the country. The house is quirky with lots of odd additions including the fourth floor, the mistake. The family adjusts to their new home with both small and big adventures.","The Four-Story Mistake (The Melendy Family, #2)",Elizabeth Enright,"{""llm_analysis"": {""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""9-12"", ""reading_category"": ""Intermediate Readers (9-12)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A family moves from New York City to a quirky country house, adjusting to their new surroundings with small and big adventures.","family, adventure, home, adjustment",whimsical,9-12,Intermediate Readers (9-12),"{""vocabulary"": ""moderate"", ""sentence_structure"": ""moderate"", ""concepts"": ""mixed""}",0.9,,,,,,
Extra Yarn,Mac Barnett,https://www.goodreads.com/book/show/12065943-extra-yarn,Extra yarn,Mac Barnett,https://covers.openlibrary.org/b/id/7256065-L.jpg,https://openlibrary.org/works/OL16484309W,"With a supply of yarn that never runs out, Annabelle knits for everyone and everything in town until an evil archduke decides he wants the yarn for himself.",Extra Yarn,Mac Barnett,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}","A girl named Annabelle discovers a never-ending supply of yarn and uses it to knit for everyone in town. However, trouble arises when an evil archduke tries to take the yarn for himself.","creativity, generosity, greed, community",whimsical,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
Stick Man,Julia Donaldson,https://www.goodreads.com/book/show/4307698-stick-man,Stick Man,Julia Donaldson,https://covers.openlibrary.org/b/id/8761751-L.jpg,https://openlibrary.org/works/OL1938277W,"Stick Man ends up far away from his family tree when he is fetched by a dog, thrown by a child, used as a snowman's arm, and even put on a fire, but finally Santa Claus steps in to make sure that Stick Man and his family have a joyous Christmas.",Stick Man,Julia Donaldson,"{""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",Stick Man gets separated from his family tree and goes on various adventures before Santa Claus helps reunite them for a joyous Christmas.,"family, adventure, Christmas",heartwarming,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,450,MetaMetrics,high,maximum_expansion
"Now We Are Six (Winnie-the-Pooh, #4)",A.A. Milne,https://www.goodreads.com/book/show/821000.Now_We_Are_Six,Now we are six,A. A. Milne,https://covers.openlibrary.org/b/id/101957-L.jpg,https://openlibrary.org/works/OL476498W,A collection of poems reflecting the experiences of a little English boy growing up in the early part of the twentieth century.,"Now We Are Six (Winnie-The-Pooh, #4)",A.A. Milne,"{""llm_analysis"": {""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""gpt_analysis""}}",True,"{""age_range"": ""6-8"", ""reading_category"": ""Beginning Readers (6-8)"", ""confidence"": 0.9, ""source"": ""llm_analysis""}",A collection of poems capturing the childhood experiences of a little English boy in the early 20th century.,"childhood, imagination, growing up",nostalgic,6-8,Beginning Readers (6-8),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,,,,,,
