title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
To Kill a Mockingbird,Harper Lee,https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,To Kill a Mockingbird,Harper Lee,https://covers.openlibrary.org/b/id/12606502-L.jpg,https://openlibrary.org/works/OL3140822W,"One of the best-loved stories of all time, To Kill a Mockingbird has been translated into more than 40 languages, sold more than 30 million copies worldwide, served as the basis for an enormously popular motion picture, and voted one of the best novels of the 20th century by librarians across the United States. A gripping, heart-wrenching, and wholly remarkable tale of coming-of-age in a South poisoned by virulent prejudice, it views a world of great beauty and savage inequities through the eyes of a young girl, as her father -- a crusading local lawyer -- risks everything to defend a black man unjustly accused of a terrible crime.

Lawyer Atticus Finch defends Tom Robinson -- a black man charged with the rape of a white girl. Writing through the young eyes of Finch's children Scout and Jem, Harper Lee explores with rich humor and unswerving honesty the irrationality of adult attitudes toward race and class in small-town Alabama during the mid-1930s Depression years. The conscience of a town steeped in prejudice, violence, and hypocrisy is pricked by the stamina and quiet heroism of one man's struggle for justice. But the weight of history will only tolerate so much.


----------
Also contained in:

 - [Best Sellers from Reader's Digest Condensed Books](https://openlibrary.org/works/OL16035425W)",To Kill A Mockingbird,Harper Lee
There's a Wocket in My Pocket!,Dr. Seuss,https://www.goodreads.com/book/show/310272.There_s_a_Wocket_in_My_Pocket_,There's a Wocket in my Pocket!,Dr. Seuss,https://covers.openlibrary.org/b/id/255219-L.jpg,https://openlibrary.org/works/OL1898300W,"A household of unusual creatures help beginning readers recognize common ""household"" words.

(goodreads review) Like the parent Beginner Books, Bright & Early Books feature the same affordable hardcover format, imaginative stories, and colorful pictures. Geared for a younger audience, these books use simple words, repetition, and pictures that act as clues to the text.",There'S A Wocket In My Pocket!,Dr. Seuss
Harriet the Spy,Louise Fitzhugh,https://www.goodreads.com/book/show/232576.Harriet_the_Spy,Harriet the Spy,Louise Fitzhugh,https://covers.openlibrary.org/b/id/12569145-L.jpg,https://openlibrary.org/works/OL5277971W,"Harriet the Spy is a children's novel written and illustrated by Louise Fitzhugh that was published in 1964. It has been called ""a milestone in children's literature"" and a ""classic"". In the U.S. it ranked number 12 in The 50 Best Books for Kids and number 17 in The Top 100 Children's Novels on two lists generated in 2012.",Harriet The Spy,Louise Fitzhugh
We're Going on a Bear Hunt,Michael Rosen,https://www.goodreads.com/book/show/201126.We_re_Going_on_a_Bear_Hunt,We're Going on a Bear Hunt,Michael Rosen,https://covers.openlibrary.org/b/id/433694-L.jpg,https://openlibrary.org/works/OL832133W,"Brave bear hunters go through grass, a river, mud, and other obstacles before the inevitable encounter with the bear forces a headlong retreat.",We'Re Going On A Bear Hunt,Michael Rosen
How Do Dinosaurs Say Good Night?,Jane Yolen,https://www.goodreads.com/book/show/122125.How_Do_Dinosaurs_Say_Good_Night_,How Do Dinosaurs Say Good Night?,Jane Yolen,https://covers.openlibrary.org/b/id/7092593-L.jpg,https://openlibrary.org/works/OL15161074W,"Mother and child ponder the different ways a dinosaur can say goodnight, from slamming his tail and pouting to giving a big hug and kiss.",How Do Dinosaurs Say Good Night?,Jane Yolen
"No, David!",David Shannon,https://www.goodreads.com/book/show/1062516.No_David_,"No, David!",David Shannon,https://covers.openlibrary.org/b/id/2269809-L.jpg,https://openlibrary.org/works/OL547372W,"A young boy is depicted doing a variety of naughty things for which he is repeatedly admonished, but finally he gets a hug.","No, David!",David Shannon
If You Give a Moose a Muffin,Laura Numeroff,https://www.goodreads.com/book/show/826584.If_You_Give_a_Moose_a_Muffin,If You Give a Moose a Muffin,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/50948-L.jpg,https://openlibrary.org/works/OL61429W,Chaos can ensue if you give a moose a muffin and start him on a cycle of urgent requests.,If You Give A Moose A Muffin,Laura Numeroff
My Big Fat Zombie Goldfish,Mo O'Hara,https://www.goodreads.com/book/show/17405203-my-big-fat-zombie-goldfish,My big fat zombie goldfish,Mo O'Hara,https://covers.openlibrary.org/b/id/8967892-L.jpg,https://openlibrary.org/works/OL20057538W,"When Tom and his best friend rescued Frankie the goldfish from his evil-scientist big brother s toxic gunge, their new pet came back as a BIG FAT ZOMBIE GOLDFISH.",My Big Fat Zombie Goldfish,Mo O'Hara
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,https://www.goodreads.com/book/show/28187.The_Lightning_Thief,The Lightning Thief,Rick Riordan,https://covers.openlibrary.org/b/id/7239831-L.jpg,https://openlibrary.org/works/OL492658W,"Twelve-year-old Percy Jackson is on the most dangerous quest of his life.  With the help of a satyr and a daughter of Athena, Percy must journey across the United States to catch a thief who has stolen the original weapon of mass destruction—Zeus’ master bolt.  Along the way, he must face a host of mythological enemies determined to stop him.  Most of all, he must come to terms with a father he has never known, and an Oracle that has warned him of betrayal by a friend.","The Lightning Thief (Percy Jackson And The Olympians, #1)",Rick Riordan
Island of the Blue Dolphins,Scott O'Dell,https://www.goodreads.com/book/show/41044096-island-of-the-blue-dolphins,Island of the Blue Dolphins,Scott O'Dell,https://covers.openlibrary.org/b/id/5021868-L.jpg,https://openlibrary.org/works/OL4466828W,"Story of a young girl abandoned on a small island by her family and her village, and of her fight for survival.

The incredible courage, determination and strength of this girl is showcased throughout as she learns to do the things that only the men of her tribe did before, and battles not only the hunters who frequent the island, but also her desperate loneliness as well...

Excellent read for kids 11 and older.",Island Of The Blue Dolphins,Scott O'Dell
"The Most Magnificent Thing (Most Magnificent, 1)",Ashley Spires,https://www.goodreads.com/book/show/18383325-the-most-magnificent-thing,The Most Magnificent Thing,Ashley Spires,https://covers.openlibrary.org/b/id/12041270-L.jpg,https://openlibrary.org/works/OL17893614W,"A little girl and her canine assistant set out to make the most magnificent thing. But after much hard work, the end result is not what the girl had in mind. Frustrated, she quits. Her assistant suggests a long walk, and as they walk, it slowly becomes clear what the girl needs to do to succeed. A charming story that will give kids the most magnificent thing: perspective!","The Most Magnificent Thing (Most Magnificent, 1)",Ashley Spires
The Hundred Dresses,Eleanor Estes,https://www.goodreads.com/book/show/42369.The_Hundred_Dresses,The Hundred Dresses,Eleanor Estes,https://covers.openlibrary.org/b/id/10703361-L.jpg,https://openlibrary.org/works/OL78547W,"Wanda wore the same faded blue dress to school every day. It was always clean but sometimes it looked as though it had been washed and never ironed. Peggy started the game of the dresses when suddenly one day Wanda said, ""I have a hundred dresses at home — all lined up in my closet."" After that it was fun to stop Wanda on the way to school and ask, ""How many dresses did you say you have?"" ""A hundred,"" she would answer. Then everyone laughed and Wanda's lips would tight- en as she walked off with one shoulder hunched up in a way none of the girls understood. Wanda did have the hundred dresses, and this is the story of how Peggy and Maddie came to under- stand about them and about what their game had meant to Wanda.

This tender and lovely story is illustrated by Louis Slobodkin, winner of the Caldecott Medal for 1944. His illustrations in full color brilliantly convey the feeling and the overtones of the story.",The Hundred Dresses,Eleanor Estes
Bedtime for Frances,Russell Hoban,https://www.goodreads.com/book/show/906541.Bedtime_for_Frances,Bedtime for Frances,Russell Hoban,https://covers.openlibrary.org/b/id/13607812-L.jpg,https://openlibrary.org/works/OL74253W,It's bedtime for Frances! But Frances can't seem to get to sleep. What will help her get to sleep?,Bedtime For Frances,Russell Hoban
Rikki-Tikki-Tavi,Rudyard Kipling,https://www.goodreads.com/book/show/577542.Rikki_Tikki_Tavi,Rikki-Tikki-Tavi,Rudyard Kipling,https://covers.openlibrary.org/b/id/4123182-L.jpg,https://openlibrary.org/works/OL20139W,"A courageous mongoose thwarts the evil plans of Nag and Nagaina, two big black cobras who live in the garden.",Rikki-Tikki-Tavi,Rudyard Kipling
If You Give a Pig a Pancake,Laura Joffe Numeroff,https://www.goodreads.com/book/show/826585.If_You_Give_a_Pig_a_Pancake,If You Give a Pig a Pancake,Laura Joffe Numeroff,https://covers.openlibrary.org/b/id/51172-L.jpg,https://openlibrary.org/works/OL61437W,One thing leads to another when you give a pig a pancake. Find out what happens to a little girl when she kindly offers her pig a pancake. She'll wish she hadn't!,If You Give A Pig A Pancake,Laura Joffe Numeroff
The Invention of Hugo Cabret,Brian Selznick,https://www.goodreads.com/book/show/9673436-the-invention-of-hugo-cabret,The Invention of Hugo Cabret,Brian Selznick,https://covers.openlibrary.org/b/id/10986715-L.jpg,https://openlibrary.org/works/OL50231W,"ORPHAN, CLOCK KEEPER, AND THIEF, twelve-year-old Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric girl and the owner of a small toy booth in the train station, Hugo’s undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message all come together...in The Invention of Hugo Cabret.

This 526-page book is told in both words and pictures. The Invention of Hugo Cabret is not exactly a novel, and it’s not quite a picture book, and it’s not really a graphic novel, or a flip book, or a movie, but a combination of all these things. Each picture (there are nearly three hundred pages of pictures!) takes up an entire double page spread, and the story moves forward because you turn the pages to see the next moment unfold in front of you.
([source](https://www.theinventionofhugocabret.com/about_hugo_intro.htm))",The Invention Of Hugo Cabret,Brian Selznick
In the Night Kitchen,Maurice Sendak,https://www.goodreads.com/book/show/95144.In_the_Night_Kitchen,In the Night Kitchen,Maurice Sendak,https://covers.openlibrary.org/b/id/6518765-L.jpg,https://openlibrary.org/works/OL2568868W,A little boy's dream-fantasy in which he helps three fat bakers get milk for their cake batter.,In The Night Kitchen,Maurice Sendak
I Was So Mad (A Golden Look-Look Book),Mercer Mayer,https://www.goodreads.com/book/show/386421.I_Was_So_Mad,I Was So Mad,Mercer Mayer,https://covers.openlibrary.org/b/id/6517846-L.jpg,https://openlibrary.org/works/OL78994W,A child tries a variety of ways to dissolve anger.,I Was So Mad (A Golden Look-Look Book),Mercer Mayer
The Grouchy Ladybug,Eric Carle,https://www.goodreads.com/book/show/336161.The_Grouchy_Ladybug,The Grouchy Ladybug,Eric Carle,https://covers.openlibrary.org/b/id/51010-L.jpg,https://openlibrary.org/works/OL52966W,"A grouchy ladybug, looking for a fight, challenges everyone she meets regardless of their size or strength. Brilliantly illustrated in collage, the pages vary in size with the size of the animal. Brilliantly illustrated in collage, the pages vary in size with the size of the animal. Concepts concerning time, natural cycles, and relative size and questions about manners and social behavior are dealt with in a humorous story about a bad-tempered, boastful ladybug.",The Grouchy Ladybug,Eric Carle
D'Aulaires' Book of Greek Myths,Ingri d'Aulaire,https://www.goodreads.com/book/show/79626.D_Aulaires_Book_of_Greek_Myths,D'Aulaires' Book of Greek Myths,Ingri Parin D'Aulaire,https://covers.openlibrary.org/b/id/10692832-L.jpg,https://openlibrary.org/works/OL4771358W,A re-telling of the myths of ancient Greece for children.,D'Aulaires' Book Of Greek Myths,Ingri D'Aulaire
