title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,summary_gpt,themes,tone,age_range,needs_fix
Duck on a Bike,David Shannon,https://www.goodreads.com/book/show/920780.Duck_on_a_Bike,Duck on a Bike,David Shannon,https://covers.openlibrary.org/b/id/275555-L.jpg,https://openlibrary.org/works/OL547370W,A duck decides to ride a bike and soon influences all the other animals on the farm to ride bikes too.,Duck On A Bike,David Shannon,A duck on a farm starts riding a bike and inspires other animals to do the same.,"inspiration, friendship, adventure",whimsical,3-5,False
"Hatchet (Brian's Saga, #1)",Gary Paulsen,https://www.goodreads.com/book/show/50.Hatchet,Hatchet,Gary Paulsen,https://covers.openlibrary.org/b/id/11240448-L.jpg,https://openlibrary.org/works/OL8125760W,"Brian Robison, a teenage boy struggling through his parents divorce, is flying up north to stay with his dad for the summer. However, his plane crashes and he is forced to survive the Canadian wilderness. Now living in a world completely opposite of his own, he is now able to discover himself in this forsaken and misunderstood beautiful world.

The story is continued in ""The River"" ""Brian's Winter"" ""Brian's Return"" and ""The Hunt""","Hatchet (Brian'S Saga, #1)",Gary Paulsen,"A teenager survives a plane crash in the Canadian wilderness, where he learns to discover himself in a beautiful yet forsaken world.","survival, self-discovery, nature",introspective,12-14,False
"Good Dog, Carl (Good Dog, Carl, #1)",Alexandra Day,https://www.goodreads.com/book/show/406790.Good_Dog_Carl,"Good dog, Carl",Alexandra Day,https://covers.openlibrary.org/b/id/434094-L.jpg,https://openlibrary.org/works/OL116565W,Lively and unusual things happen when Carl the dog is left in charge of the baby,"Good Dog, Carl (Good Dog, Carl, #1)",Alexandra Day,"A dog named Carl is left in charge of a baby, leading to a series of lively and unusual adventures.","responsibility, friendship, adventure",whimsical,3-5,False
The Eleventh Hour,Graeme Base,https://www.goodreads.com/book/show/11903.The_Eleventh_Hour,The eleventh hour,Graeme Base,https://covers.openlibrary.org/b/id/596012-L.jpg,https://openlibrary.org/works/OL14055W,"An elephant's eleventh birthday party is marked by eleven games preceding the banquet to be eaten at the eleventh hour; but when the time to eat arrives, the birthday feast has disappeared. The reader is invited to guess the thief.",The Eleventh Hour,Graeme Base,"An elephant's eleventh birthday party is disrupted when the birthday feast goes missing, leading the reader on a mystery to solve who the thief is.","birthday, mystery, friendship, celebration",mysterious,6-8,False
Paddington Bear,Michael Bond,https://www.goodreads.com/book/show/705985.Paddington_Bear,Paddington Bear (Paddington),Michael Bond,https://covers.openlibrary.org/b/id/7076-L.jpg,https://openlibrary.org/works/OL261376W,"Adopting for their own the lost bear they find in Paddington Station, the Browns have some exciting first moments with him.",Paddington Bear,Michael Bond,A family adopts a lost bear they find in Paddington Station and has exciting first moments with him.,"friendship, adoption, family",heartwarming,6-8,False
Put Me in the Zoo,Robert Lopshire,https://www.goodreads.com/book/show/413158.Put_Me_in_the_Zoo,Put me in the zoo,Robert Lopshire,https://covers.openlibrary.org/b/id/6555006-L.jpg,https://openlibrary.org/works/OL2954933W,"A large, spotted animal discovers he really belongs in a circus, not a zoo.",Put Me In The Zoo,Robert Lopshire,"A large, spotted animal finds his true home in a circus rather than a zoo.","belonging, identity, acceptance",uplifting,3-5,False
Time for Bed,Mem Fox,https://www.goodreads.com/book/show/835495.Time_for_Bed,Time for Bed,Mem Fox,https://covers.openlibrary.org/b/id/114082-L.jpg,https://openlibrary.org/works/OL650919W,Darkness is falling and everywhere little ones are growing sleepy and being tucked into bed. Sleep tight!,Time For Bed,Mem Fox,A soothing bedtime book where little ones are getting ready for sleep.,"bedtime, sleep, comfort",soothing,2-4,False
The True Confessions of Charlotte Doyle,Avi,https://www.goodreads.com/book/show/310146.The_True_Confessions_of_Charlotte_Doyle,The True Confessions of Charlotte Doyle,Avi,https://covers.openlibrary.org/b/id/14348791-L.jpg,https://openlibrary.org/works/OL265958W,"As the only passenger, and the only female, on a transatlantic voyage in 1832, thirteen-year-old Charlotte finds herself caught between a murderous captain and a mutinous crew.",The True Confessions Of Charlotte Doyle,Avi,A thrilling tale of a young girl's struggle for survival on a dangerous transatlantic voyage in 1832.,"survival, betrayal, courage",intense,10-12,False
"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,https://www.goodreads.com/book/show/84369.The_Last_Battle,The Last Battle,C.S. Lewis,https://covers.openlibrary.org/b/id/6529226-L.jpg,https://openlibrary.org/works/OL71124W,"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive ""P.S."" section about the history of the book, plus a round-up of the first six titles. The last days of Narnia, and all hope seems lost as lies and treachery interweave to threaten the destruction of everything. As the battle lines are drawn, old friends are summoned back to Narnia, though none can predict the outcome in this magnificent ending to the famous series. On 9 December 2005, Andrew (Shrek) Adamson's live-action film adaptation of The Lion, the Witch and the Wardrobe will be released by Disney, and it is already being hailed as the biggest film franchise of all time, guaranteed to appeal to adults and children across the globe. The second film is already in development. Sporting breathtaking new photographic covers, these new adult editions of the seven Chronicles of Narnia now give everyone an opportunity to experience the adventures in their original form. Re-live your childhood fantasies or discover for the first time what everyone will be talking about by Christmas and savour some of the best-loved stories ever written.","The Last Battle (Chronicles Of Narnia, #7)",C.S. Lewis,"A Old friends are summoned back to join the battle, leading to an unpredictable outcome.","friendship, loyalty, betrayal, hope",epic,12-14,False
The Ugly Duckling,Jerry Pinkney,https://www.goodreads.com/book/show/122967.The_Ugly_Duckling,The ugly duckling,Jerry Pinkney,https://covers.openlibrary.org/b/id/432142-L.jpg,https://openlibrary.org/works/OL106193W,An ugly duckling spends an unhappy year ostracized by the other animals before he grows into a beautiful swan.,The Ugly Duckling,Jerry Pinkney,A story about an ugly duckling who faces rejection before transforming into a beautiful swan.,"transformation, acceptance, identity",hopeful,5-8,False
"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,https://www.goodreads.com/book/show/24780.The_Book_of_Three,The Book Of Three,Alexander,https://covers.openlibrary.org/b/id/580388-L.jpg,https://openlibrary.org/works/OL270887W,"Taran is bored with his Assistant Pig-Keeper duties, even though his charge is none other than Hen Wen, Prydain's only oracular pig. He'd rather be doing something more heroic, like making swords and learning to use them. When Hen Wen escapes and Taran goes after her, he finds himself farther from home than he's ever been. Soon he begins to realize that heroism is no easy task. With the dreaded Horn King on the loose and King Arawn gathering the forces of evil, Taran must look past his own dreams to warn the population of Prydain before it's too late. - Back cover.

Taran, Assistant Pig-Keeper to a famous oracular sow, sets out on a hazardous mission to save Prydain from the forces of evil.","The Book Of Three (The Chronicles Of Prydain, #1)",Lloyd Alexander,"A young Assistant Pig-Keeper named Taran goes on a dangerous mission to save Prydain from evil forces, learning that heroism is not as glamorous as he once thought.","heroism, friendship, good vs. evil",adventurous,9-12,False
"Ramona the Brave (Ramona, #3)",Beverly Cleary,https://www.goodreads.com/book/show/91248.Ramona_the_Brave,Ramona the Brave,Beverly Cleary,https://covers.openlibrary.org/b/id/10788591-L.jpg,https://openlibrary.org/works/OL151951W,"Ramona the Brave is a children's novel written by Beverly Cleary. It is the third book in the Ramona series, and follows Ramona Quimby and her classmates (some of them were in her kindergarten class for the previous year) going into first grade. Ramona the Brave was first published in 1975, seven years after Ramona the Pest. It was originally illustrated by Alan Tiegreen.

----------
Also included in:

 - [Best of Ramona](https://openlibrary.org/works/OL20587275W)
 - [Trouble with Ramona and Beezus](https://openlibrary.org/works/OL17377136W)","Ramona The Brave (Ramona, #3)",Beverly Cleary,"A story of Ramona Quimby entering first grade with her classmates, navigating new challenges and friendships.","friendship, growing up, identity, school life",heartwarming,6-8,False
"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,The Voyage of the Dawn Treader,C.S. Lewis,https://covers.openlibrary.org/b/id/9184719-L.jpg,https://openlibrary.org/works/OL71132W,"Lucy, Edmund, and their cousin travel back to Narnia through a painting where they board a ship named ""The Dawn Treader."" They find King Caspian and a mouse on the ship and they find mystical creatures and go on a mission that will decide Narnia's fate!","The Voyage Of The Dawn Treader (Chronicles Of Narnia, #3)",C.S. Lewis,Children travel back to Narnia through a painting and join a mission on a ship to decide the fate of the magical land.,"adventure, friendship, destiny",magical,8-12,False
Ish,Peter H. Reynolds,https://www.goodreads.com/book/show/765654.Ish,Ish,Peter H. Reynolds,https://covers.openlibrary.org/b/id/516306-L.jpg,https://openlibrary.org/works/OL2435177W,"Ramon loses confidence in his ability to draw, but his sister gives him a new perspective on things.",Ish,Peter H. Reynolds,"A story about a boy who loses confidence in his drawing abilities, but finds inspiration and encouragement from his sister.","self-confidence, creativity, sibling relationships",uplifting,4-6,False
"Five Children and It (The Psammead Trilogy, #1)",E. Nesbit,https://www.goodreads.com/book/show/45181.Five_Children_and_It,Five Children and It,Edith Nesbit,https://covers.openlibrary.org/b/id/28174-L.jpg,https://openlibrary.org/works/OL99499W,"Haven't you ever thought what you would wish for if you were granted three wishes? In Nesbit's delightful classic, five siblings find a creature that grants their wishes, but as the old saying goes: be careful what you wish for, it might come true...","Five Children And It (The Psammead Trilogy, #1)",E. Nesbit,"Five siblings discover a creature that grants wishes, but they quickly realize the consequences of their desires coming true.","wishes, consequences, family, adventure",whimsical,8-10,False
Dr. Seuss's Sleep Book,Dr. Seuss,https://www.goodreads.com/book/show/7772.Dr_Seuss_s_Sleep_Book,Dr. Seuss's sleep book,Dr. Seuss,https://covers.openlibrary.org/b/id/8991079-L.jpg,https://openlibrary.org/works/OL1898285W,"Tells, in verse, what happens when all ninety-nine zillion nine trillion and three creatures in the world go to sleep.",Dr. Seuss'S Sleep Book,Dr. Seuss,"A whimsical and imaginative story about all the creatures in the world going to sleep, told in verse.","imagination, sleep, creativity",whimsical,3-5,False
"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,https://www.goodreads.com/book/show/6687.Charlie_and_the_Great_Glass_Elevator,Charlie and the Great Glass Elevator,Roald Dahl,https://covers.openlibrary.org/b/id/7893583-L.jpg,https://openlibrary.org/works/OL45793W,"Taking up where Charlie and the Chocolate Factory leaves off, Charlie, his family, and Mr. Wonka find themselves launched into space in the great glass elevator.","Charlie And The Great Glass Elevator (Charlie Bucket, #2)",Roald Dahl,"After the events of Charlie and the Chocolate Factory, Charlie, his family, and Mr. Wonka embark on a space adventure in a great glass elevator.","adventure, imagination, family",whimsical,6-8,False
