title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean
Miss Rumphius,Barbara Cooney,https://www.goodreads.com/book/show/334818.Miss_Rumphius,Miss Rumphius,Barbara Cooney,https://covers.openlibrary.org/b/id/106372-L.jpg,https://openlibrary.org/works/OL279271W,"As a child Great-aunt Alice Rumphius resolved that when she grew up she would go to faraway places, live by the sea in her old age, and do something to make the world more beautiful--and she does all those things, the last being the most difficult of all.",Miss Rumphius,Barbara Cooney
The Berenstain Bears and the Messy Room,Stan Berenstain,https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,The Berenstain Bears and the messy room,Stan Berenstain,https://covers.openlibrary.org/b/id/4277846-L.jpg,https://openlibrary.org/works/OL72976W,The entire Bear family becomes involved in an attempt to clean and organize the cubs' messy room.,The Berenstain Bears And The Messy Room,Stan Berenstain
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,https://www.goodreads.com/book/show/77390.Anne_of_Avonlea,Anne of Avonlea,Lucy Maud Montgomery,https://covers.openlibrary.org/b/id/14638062-L.jpg,https://openlibrary.org/works/OL77744W,"The second story in the ever-popular Anne of Green Gables series.Now Anne is half past sixteen and she's ready to begin a new life teaching in her old school. She's as feisty as ever and is fiercely determined to inspire young hearts with her own ambitions. But some of her pupils are as boisterous and high-spirited as Anne, and so life in her Avonlea classroom becomes a lesson in discovery and adventure . . .","Anne Of Avonlea (Anne Of Green Gables, #2)",L.M. Montgomery
Eraser,Anna Kang,https://www.goodreads.com/book/show/37922875-eraser,Eraser,Anna Kang,,https://openlibrary.org/works/OL19752467W,"Eraser is always cleaning up everyone else's mistakes. Except for Ruler and Pencil Sharpener, none of the other school supplies seem to appreciate her. They all love how sharp Pencil is and how Tape and Glue help everyone stick together. Eraser wants to create so that she can shine like the others.",Eraser,Anna Kang
"The Gruffalo (Gruffalo, #1)",Julia Donaldson,https://www.goodreads.com/book/show/1013383.The_Gruffalo,The Gruffalo,Julia Donaldson,https://covers.openlibrary.org/b/id/8561698-L.jpg,https://openlibrary.org/works/OL1938178W,"The Gruffalo is a British children's picture book by writer and playwright Julia Donaldson, illustrated by Axel Scheffler, that tells the story of a mouse, the protagonist of the book, taking a walk in the woods. The book has sold over 13 million copies, has won several prizes for children's literature, and has been developed into plays on both the West End and Broadway and even an Oscar nominated animated film.

The Gruffalo was initially published in 1999 in the United Kingdom by Macmillan Children's Books.","The Gruffalo (Gruffalo, #1)",Julia Donaldson
Skippyjon Jones,Judy Schachner,https://www.goodreads.com/book/show/803171.Skippyjon_Jones,Skippyjon Jones,Judith Byron Schachner,https://covers.openlibrary.org/b/id/11714656-L.jpg,https://openlibrary.org/works/OL1839039W,"Skippyjon Jones is a Siamese cat with an overactive imagination who would rather be El Skippito, his Zorro-like alter ego",Skippyjon Jones,Judy Schachner
The Butter Battle Book,Dr. Seuss,https://www.goodreads.com/book/show/275325.The_Butter_Battle_Book,The butter battle book,Dr. Seuss,https://covers.openlibrary.org/b/id/4616233-L.jpg,https://openlibrary.org/works/OL1898265W,"Engaged in a long-running battle, the Yooks and the Zooks develop more and more sophisticated weaponry as they attempt to outdo each other.",The Butter Battle Book,Dr. Seuss
The Emperor's New Clothes,Hans Christian Andersen,https://www.goodreads.com/book/show/343002.The_Emperor_s_New_Clothes,The emperor's new clothes,Hans Christian Andersen,https://covers.openlibrary.org/b/id/1363457-L.jpg,https://openlibrary.org/works/OL15138675W,The emperor shows his stupidity when he walks through the city in the invisible suit two rascal tailors made for him.,The Emperor'S New Clothes,Hans Christian Andersen
"The Magician’s Nephew (Chronicles of Narnia, #6)",C.S. Lewis,https://www.goodreads.com/book/show/65605.The_Magician_s_Nephew,The Magician's Nephew,C.S. Lewis,https://covers.openlibrary.org/b/id/1072931-L.jpg,https://openlibrary.org/works/OL71042W,"Digory let out a scream. “What's happened to Polly?” “Congratulate me, my dear boy,” said Uncle Andrew, rubbing his hands. “My experiment has succeeded. The little girl's gone – vanished – right out of this world.” When Digory and Polly discover Uncle Andrew's secret workshop, they are tricked into touching some magic rings that take them right out of this world. But even Uncle Andrew doesn't realise the wonders that lie ahead as they discover the gateway to the magical land of Narnia, where many thrilling adventures await them.","The Magician’S Nephew (Chronicles Of Narnia, #6)",C.S. Lewis
The Witch of Blackbird Pond,Elizabeth George Speare,https://www.goodreads.com/book/show/703292.The_Witch_of_Blackbird_Pond,The Witch of Blackbird Pond,Elizabeth George Speare,https://covers.openlibrary.org/b/id/4904594-L.jpg,https://openlibrary.org/works/OL4783032W,"Orphaned Kit Tyler knows, as she gazes for the first time at the cold, bleak shores of Connecticut Colony, that her new home will never be like the shimmering Caribbean island she left behind. In her relatives' stern Puritan community, she feels like a tropical bird that has flown to the wrong part of the world, a bird that is now caged and lonely. The only place where Kit feels completely free is in the meadows, where she enjoys the company of the old Quaker woman known as the Witch of Blackbird Pond, and on occasion, her young sailor friend Nat. But when Kit's friendship with the ""witch"" is discovered, Kit is faced with suspicion, fear, and anger. She herself is accused of witchcraft!",The Witch Of Blackbird Pond,Elizabeth George Speare
Owl Moon,Jane Yolen,https://www.goodreads.com/book/show/228696.Owl_Moon,Owl Moon,Jane Yolen,https://covers.openlibrary.org/b/id/259420-L.jpg,https://openlibrary.org/works/OL97376W,"On a winter's night under a full moon, a father and daughter trek into the woods to see the Great Horned Owl.",Owl Moon,Jane Yolen
Sadako and the Thousand Paper Cranes,Eleanor Coerr,https://www.goodreads.com/book/show/181077.Sadako_and_the_Thousand_Paper_Cranes,Sadako and the Thousand Paper Cranes,Eleanor Coerr,https://covers.openlibrary.org/b/id/10870775-L.jpg,https://openlibrary.org/works/OL3506116W,"Hiroshima-born Sadako is lively and athletic--the star of her school's running team. And then the dizzy spells start. Soon gravely ill with leukemia, the ""atom bomb disease,"" Sadako faces her future with spirit and bravery. Recalling a Japanese legend, Sadako sets to work folding paper cranes. For the legend holds that if a sick person folds one thousand cranes, the gods will grant her wish and make her healthy again. Based on a true story, *Sadako and the Thousand Paper Cranes* celebrates the extraordinary courage that made one young woman a heroine in Japan",Sadako And The Thousand Paper Cranes,Eleanor Coerr
Real Friends (Real Friends #1),Shannon Hale,https://www.goodreads.com/book/show/31145178-real-friends,Real Friends,Shannon Hale,https://covers.openlibrary.org/b/id/9322318-L.jpg,https://openlibrary.org/works/OL17812652W,"Newbery Honor author Shannon Hale and New York Times bestselling illustrator LeUyen Pham join forces in this graphic memoir about how hard it is to find your real friends―and why it's worth the journey.

Shannon and Adrienne have been best friends ever since they were little. But one day, Adrienne starts hanging out with Jen, the most popular girl in class and the leader of a circle of friends called The Group. Everyone in The Group wants to be Jen's #1, and some girls would do anything to stay on top . . . even if it means bullying others.

Now every day is like a roller coaster for Shannon. Will she and Adrienne stay friends? Can she stand up for herself? And is she in The Group―or out?",Real Friends (Real Friends #1),Shannon Hale
Five Little Monkeys Jumping on the Bed,Eileen Christelow,https://www.goodreads.com/book/show/1767779.Five_Little_Monkeys_Jumping_on_the_Bed,Five Little Monkeys Jumping on the Bed,Eileen Christelow,https://covers.openlibrary.org/b/id/5547929-L.jpg,https://openlibrary.org/works/OL79819W,A counting book in which one by one the little monkeys jump on the bed only to fall off and bump their heads.,Five Little Monkeys Jumping On The Bed,Eileen Christelow
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,https://www.goodreads.com/book/show/7781.The_500_Hats_of_Bartholomew_Cubbins,The 500 hats of Bartholomew Cubbins,Dr. Seuss,https://covers.openlibrary.org/b/id/7899802-L.jpg,https://openlibrary.org/works/OL1898307W,"As topical today as when it was first published in 1938, The 500 Hats of Bartholomew Cubbins is the story of a young peasant (the same as in Bartholomew and the Oobleck—a Caldecott Honor Award-winner), and his unjust treatment at the hands of King Derwin. While The 500 Hats is one of Dr. Seuss's earliest and lesser known works, it is nevertheless totally Seussian and addresses subjects that we know the good doctor was passionate about throughout his life: the abuse of power (as in Yertle the Turtle and Horton Hears a Who); rivalry (as in The Sneetches); and of course, zany good humor (as in The Cat in the Hat and the 43 other books he wrote and illustrated)! Available for a limited time only, this is a perfect way to introduce new readers to an old classic, or to reward existing fans.",The 500 Hats Of Bartholomew Cubbins,Dr. Seuss
"The Adventures of Captain Underpants (Captain Underpants, #1)",Dav Pilkey,https://www.goodreads.com/book/show/207266.The_Adventures_of_Captain_Underpants,The Adventures of Captain Underpants,Dav Pilkey,https://covers.openlibrary.org/b/id/12625278-L.jpg,https://openlibrary.org/works/OL14871228W,"When George and Harold hypnotize their principal into thinking that he is the superhero Captain Underpants, he leads them to the lair of the nefarious Dr. Diaper, where they must defeat his evil robot henchmen.","The Adventures Of Captain Underpants (Captain Underpants, #1)",Dav Pilkey
Little Red Riding Hood,Trina Schart Hyman,https://www.goodreads.com/book/show/920143.Little_Red_Riding_Hood,Little Red Riding Hood,Trina Schart Hyman,https://covers.openlibrary.org/b/id/625080-L.jpg,https://openlibrary.org/works/OL4134429W,"On her way to deliver a basket of food to her sick grandmother, Elisabeth encounters a sly wolf.",Little Red Riding Hood,Trina Schart Hyman
"Frog and Toad All Year (Frog and Toad, #3)",Arnold Lobel,https://www.goodreads.com/book/show/833549.Frog_and_Toad_All_Year,Frog and Toad All Year,Arnold Lobel,https://covers.openlibrary.org/b/id/11305216-L.jpg,https://openlibrary.org/works/OL1973442W,"Frog and Toad All Year is an American picture book written and illustrated by Arnold Lobel, published by Harper & Row in 1976. It is the third book in the Frog and Toad series, whose four books completed by Lobel comprise five easy-to-read short stories each.

----------
Also contained in:
[The Frog and Toad Treasury](https://openlibrary.org/works/OL1973505W)","Frog And Toad All Year (Frog And Toad, #3)",Arnold Lobel
A Child's Garden of Verses,Robert Louis Stevenson,https://www.goodreads.com/book/show/20413.A_Child_s_Garden_of_Verses,A  child's garden of verses,Robert Louis Stevenson,https://covers.openlibrary.org/b/id/8777530-L.jpg,https://openlibrary.org/works/OL24165W,"Rediscover the delight and innocence of childhood in these classic poems from celebrated author, Robert Louis Stevenson. From make-believe to climbing trees, bedtime stories to morning play and favourite cousins to beloved mothers. Here is a very special collection to be treasured forever.",A Child'S Garden Of Verses,Robert Louis Stevenson
